Date: Minute,Durchschnitt von Pnn50,Durchschnitt von Hr Bpm,Durchschnitt von Lf Ms2,Durchschnitt von Hf Ms2,Durchschnitt von Vlf Ms2,Durchschnitt von VIdx
2026-04-19 07:00:00,6.5420560747663545,106.53833388649187,655.9403668541443,57.92963932857385,995.3536329285138,50.06380331790602
2026-04-19 07:01:00,0.0,110.6157610699561,801.6904226102395,88.41257060614639,1059.837366233494,30.855166975849613
2026-04-19 07:02:00,0.0,104.43950797387356,801.3358105615004,91.55778435891011,934.6299094354277,32.732625914181796
2026-04-19 07:03:00,0.0,98.25710609428003,292.92956609339757,56.11775598100918,888.0370760934842,39.660849510133104
2026-04-19 07:04:00,0.0,98.85675857431069,266.70975687530625,52.0349139818051,827.6055580230817,37.54898337066352
2026-04-19 07:05:00,1.7857142857142856,112.104630988923,260.1273607794727,46.09349072100797,996.420145151899,47.056855472023656
2026-04-19 07:06:00,0.0,114.12934659280518,344.0348349764302,55.07201968041288,850.9852392204608,23.91986005827828
2026-04-19 07:07:00,0.0,109.23667947218975,447.8004771230161,47.61807419528425,771.6234841851705,29.097616558837284
2026-04-19 07:08:00,2.857142857142857,104.67376676026385,458.86215458748046,44.36241111380531,675.4475371805037,42.36375408226326
2026-04-19 07:09:00,1.9047619047619049,105.40404885394011,477.7326510120053,40.89610916045008,644.7526491803162,41.29399120582525
2026-04-19 07:10:00,0.0,107.98920107989201,488.3125169701254,42.835267539676444,558.9651138746068,25.63652823671323
2026-04-19 07:11:00,0.0,110.48983828305488,294.8419133946625,28.889511754466106,602.9235313512271,23.59638634047841
2026-04-19 07:12:00,0.0,100.30425624393996,119.82137977872713,15.021823430060582,544.4706908571835,32.15585227628977
2026-04-19 07:13:00,0.0,101.61218017898355,123.14874044483498,19.453201588068843,475.09287022845047,25.114301831820157
2026-04-19 07:14:00,0.0,104.42082274053473,117.80865453733755,18.835280115277367,444.9590918993681,21.857276083136984
2026-04-19 07:15:00,0.0,100.13852495952736,70.06182270853425,17.859143736963105,432.50903271124906,28.440493154563406
2026-04-19 07:16:00,0.0,102.97597227313626,73.97246737620658,20.240305781182826,365.20921161418187,26.09418147888702
2026-04-19 07:17:00,0.0,104.52961672473867,80.98807681007398,18.59384241278849,309.67301517293936,23.18292496920841
2026-04-19 07:18:00,0.0,99.94503023337164,109.9167820642019,18.344801198853137,324.3932852663235,27.97027742775235
2026-04-19 07:19:00,0.0,101.76932286816549,123.74380457526775,18.89688457057191,227.13081651277855,23.410303002506556
2026-04-19 07:20:00,0.0,102.13447706146425,126.21864835734671,18.15820822405514,194.54595910654157,29.02233603644121
2026-04-19 07:21:00,0.0,103.36695268202118,121.26205136943392,17.74139191007888,204.95219499788632,28.18081779656175
2026-04-19 07:22:00,0.0,104.69798657718121,122.55356356031383,15.673286704316109,188.44816920625618,20.371684007459915
2026-04-19 07:23:00,0.0,106.10256581361982,99.9112560130676,14.523161448000627,155.61752997647486,24.94760579519385
2026-04-19 07:24:00,0.0,103.39808261807961,63.820560833193426,12.996021615141457,132.30108402887134,25.496456995172956
2026-04-19 07:25:00,0.0,104.94228174504023,60.93257725178228,12.727986152815054,124.9914163772037,23.133882753581343
2026-04-19 07:26:00,0.0,104.68898224691692,58.64887023297591,10.396897645679328,125.31600193612906,18.449422580672923
2026-04-19 07:27:00,0.0,105.94813773257906,57.36634615099269,9.825698762778305,120.96133415270923,19.257641061215203
2026-04-19 07:28:00,0.0,108.51726563284993,72.78362552354854,15.091738059372803,108.01457553593305,19.406894440647697
2026-04-19 07:29:00,0.0,107.75066295189822,83.87404042573641,14.16237400202424,92.2904639059976,22.7302911405525
2026-04-19 07:30:00,0.0,104.34782608695652,93.76482172748346,15.989618931357619,106.97734109211228,30.293679170505822
2026-04-19 07:31:00,0.0,104.14580412577608,90.18224065506311,17.395108500816924,108.48179713422587,22.811522244030094
2026-04-19 07:32:00,0.0,103.30820280503504,86.29080964731536,18.839238947890216,113.47434426907277,23.841794513833385
2026-04-19 07:33:00,0.0,103.19460527212043,60.08261739323722,13.24800730513787,114.27047396552888,21.576445341909135
2026-04-19 07:34:00,0.0,104.74686175076897,63.41448665885377,12.528256117198172,130.15209341036885,26.7361425945663
2026-04-19 07:35:00,0.0,105.86100282296007,109.06376423475571,14.935856519202831,140.1101972452586,19.831469204125668
2026-04-19 07:36:00,0.0,103.91686650679456,97.41354658777918,15.67513949588547,144.7931575077818,24.275355382155368
2026-04-19 07:37:00,0.0,105.7620354203043,83.67558078922438,14.647587641457926,123.07256617780565,30.458679615610507
2026-04-19 07:38:00,0.0,103.93017506684829,81.35499137613444,13.49834000688558,120.4032646653369,22.443796341388616
2026-04-19 07:39:00,0.0,107.25458066438254,83.77061083408252,15.727450525758833,124.39464510976538,20.45930496245287
